id,dificultad,tema,enunciado,input_desc,output_desc,restricciones,ejemplo_entrada,ejemplo_salida,codigo,explicacion,tiempo,memoria
ex_0115,intermedio,sorting,"Dado un conjunto de intervalos, combina los que se traslapan.",Un entero n y luego n líneas con intervalos [inicio fin].,Primero el número de intervalos resultantes y luego cada intervalo.,"1 <= n <= 200000
1 <= inicio <= fin <= 10^9","4
1 3
2 6
8 10
15 18","3
1 6
8 10
15 18","import sys

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
n = data[0]
vals = data[1:]
intervals = [(vals[i], vals[i+1]) for i in range(0, 2*n, 2)]
intervals.sort()
merged = []
for a, b in intervals:
    if not merged or a > merged[-1][1]:
        merged.append([a, b])
    else:
        merged[-1][1] = max(merged[-1][1], b)
print(len(merged))
for a, b in merged:
    print(a, b)
",Se ordenan los intervalos y se fusionan de izquierda a derecha.,O(n log n),O(n)
ex_0116,intermedio,sliding_window,Calcula la longitud de la subcadena sin caracteres repetidos más larga.,Una cadena s.,La longitud máxima.,1 <= longitud <= 200000,pwwkew,3,"s = input().strip()
last = {}
left = 0
best = 0
for right, ch in enumerate(s):
    if ch in last and last[ch] >= left:
        left = last[ch] + 1
    last[ch] = right
    best = max(best, right - left + 1)
print(best)
",Ventana deslizante que se ajusta cuando se repite un caracter.,O(n),O(n)
ex_0117,intermedio,sorting,"Dado un conjunto de intervalos, combina los que se traslapan.",Un entero n y luego n líneas con intervalos [inicio fin].,Primero el número de intervalos resultantes y luego cada intervalo.,"1 <= n <= 200000
1 <= inicio <= fin <= 10^9","4
1 3
2 6
8 10
15 18","3
1 6
8 10
15 18","import sys

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
n = data[0]
vals = data[1:]
intervals = [(vals[i], vals[i+1]) for i in range(0, 2*n, 2)]
intervals.sort()
merged = []
for a, b in intervals:
    if not merged or a > merged[-1][1]:
        merged.append([a, b])
    else:
        merged[-1][1] = max(merged[-1][1], b)
print(len(merged))
for a, b in merged:
    print(a, b)
",Se ordenan los intervalos y se fusionan de izquierda a derecha.,O(n log n),O(n)
ex_0118,intermedio,stack,Verifica si una cadena de paréntesis y llaves está balanceada.,Una cadena con caracteres ()[]{}.,"SI si está balanceada, de lo contrario NO.",1 <= longitud <= 200000,()[]{},SI,"s = input().strip()
pairs = {')': '(', ']': '[', '}': '{'}
stack = []
for ch in s:
    if ch in ""([{"":
        stack.append(ch)
    elif ch in pairs:
        if not stack or stack[-1] != pairs[ch]:
            print(""NO"")
            break
        stack.pop()
else:
    print(""SI"" if not stack else ""NO"")
",Se usa una pila para validar el cierre correcto de símbolos.,O(n),O(n)
ex_0119,intermedio,hash_map,"Dado un arreglo y un objetivo, encuentra dos índices con suma igual al objetivo.","Un entero n, luego n enteros, y finalmente el objetivo.",Dos índices (0-based) separados por espacio.,"2 <= n <= 200000
Existe exactamente una solución.","6
2 2 9 4 9 5
11",1 2,"import sys

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
n = data[0]
nums = data[1:1+n]
target = data[1+n]
seen = {}
for idx, x in enumerate(nums):
    need = target - x
    if need in seen:
        print(seen[need], idx)
        break
    seen[x] = idx
",Se usa un mapa para verificar en O(1) si el complemento ya apareció.,O(n),O(n)
ex_0120,intermedio,hash_map,"Dado un arreglo y un objetivo, encuentra dos índices con suma igual al objetivo.","Un entero n, luego n enteros, y finalmente el objetivo.",Dos índices (0-based) separados por espacio.,"2 <= n <= 200000
Existe exactamente una solución.","5
6 5 3 8 9
9",2 0,"import sys

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
n = data[0]
nums = data[1:1+n]
target = data[1+n]
seen = {}
for idx, x in enumerate(nums):
    need = target - x
    if need in seen:
        print(seen[need], idx)
        break
    seen[x] = idx
",Se usa un mapa para verificar en O(1) si el complemento ya apareció.,O(n),O(n)
ex_0121,intermedio,stack,Verifica si una cadena de paréntesis y llaves está balanceada.,Una cadena con caracteres ()[]{}.,"SI si está balanceada, de lo contrario NO.",1 <= longitud <= 200000,()[]{},SI,"s = input().strip()
pairs = {')': '(', ']': '[', '}': '{'}
stack = []
for ch in s:
    if ch in ""([{"":
        stack.append(ch)
    elif ch in pairs:
        if not stack or stack[-1] != pairs[ch]:
            print(""NO"")
            break
        stack.pop()
else:
    print(""SI"" if not stack else ""NO"")
",Se usa una pila para validar el cierre correcto de símbolos.,O(n),O(n)
ex_0122,intermedio,sliding_window,Calcula la longitud de la subcadena sin caracteres repetidos más larga.,Una cadena s.,La longitud máxima.,1 <= longitud <= 200000,pwwkew,3,"s = input().strip()
last = {}
left = 0
best = 0
for right, ch in enumerate(s):
    if ch in last and last[ch] >= left:
        left = last[ch] + 1
    last[ch] = right
    best = max(best, right - left + 1)
print(best)
",Ventana deslizante que se ajusta cuando se repite un caracter.,O(n),O(n)
ex_0123,intermedio,hash_map,"Dado un arreglo y un objetivo, encuentra dos índices con suma igual al objetivo.","Un entero n, luego n enteros, y finalmente el objetivo.",Dos índices (0-based) separados por espacio.,"2 <= n <= 200000
Existe exactamente una solución.","5
9 3 5 5 4
8",2 1,"import sys

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
n = data[0]
nums = data[1:1+n]
target = data[1+n]
seen = {}
for idx, x in enumerate(nums):
    need = target - x
    if need in seen:
        print(seen[need], idx)
        break
    seen[x] = idx
",Se usa un mapa para verificar en O(1) si el complemento ya apareció.,O(n),O(n)
ex_0124,intermedio,stack,Verifica si una cadena de paréntesis y llaves está balanceada.,Una cadena con caracteres ()[]{}.,"SI si está balanceada, de lo contrario NO.",1 <= longitud <= 200000,{[()()]},SI,"s = input().strip()
pairs = {')': '(', ']': '[', '}': '{'}
stack = []
for ch in s:
    if ch in ""([{"":
        stack.append(ch)
    elif ch in pairs:
        if not stack or stack[-1] != pairs[ch]:
            print(""NO"")
            break
        stack.pop()
else:
    print(""SI"" if not stack else ""NO"")
",Se usa una pila para validar el cierre correcto de símbolos.,O(n),O(n)
ex_0125,intermedio,sorting,"Dado un conjunto de intervalos, combina los que se traslapan.",Un entero n y luego n líneas con intervalos [inicio fin].,Primero el número de intervalos resultantes y luego cada intervalo.,"1 <= n <= 200000
1 <= inicio <= fin <= 10^9","4
1 3
2 6
8 10
15 18","3
1 6
8 10
15 18","import sys

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
n = data[0]
vals = data[1:]
intervals = [(vals[i], vals[i+1]) for i in range(0, 2*n, 2)]
intervals.sort()
merged = []
for a, b in intervals:
    if not merged or a > merged[-1][1]:
        merged.append([a, b])
    else:
        merged[-1][1] = max(merged[-1][1], b)
print(len(merged))
for a, b in merged:
    print(a, b)
",Se ordenan los intervalos y se fusionan de izquierda a derecha.,O(n log n),O(n)
ex_0126,intermedio,stack,Verifica si una cadena de paréntesis y llaves está balanceada.,Una cadena con caracteres ()[]{}.,"SI si está balanceada, de lo contrario NO.",1 <= longitud <= 200000,()[]{},SI,"s = input().strip()
pairs = {')': '(', ']': '[', '}': '{'}
stack = []
for ch in s:
    if ch in ""([{"":
        stack.append(ch)
    elif ch in pairs:
        if not stack or stack[-1] != pairs[ch]:
            print(""NO"")
            break
        stack.pop()
else:
    print(""SI"" if not stack else ""NO"")
",Se usa una pila para validar el cierre correcto de símbolos.,O(n),O(n)
ex_0127,intermedio,hash_map,"Dado un arreglo y un objetivo, encuentra dos índices con suma igual al objetivo.","Un entero n, luego n enteros, y finalmente el objetivo.",Dos índices (0-based) separados por espacio.,"2 <= n <= 200000
Existe exactamente una solución.","7
7 5 1 1 6 3 5
8",1 5,"import sys

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
n = data[0]
nums = data[1:1+n]
target = data[1+n]
seen = {}
for idx, x in enumerate(nums):
    need = target - x
    if need in seen:
        print(seen[need], idx)
        break
    seen[x] = idx
",Se usa un mapa para verificar en O(1) si el complemento ya apareció.,O(n),O(n)
ex_0128,intermedio,sorting,"Dado un conjunto de intervalos, combina los que se traslapan.",Un entero n y luego n líneas con intervalos [inicio fin].,Primero el número de intervalos resultantes y luego cada intervalo.,"1 <= n <= 200000
1 <= inicio <= fin <= 10^9","4
1 3
2 6
8 10
15 18","3
1 6
8 10
15 18","import sys

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
n = data[0]
vals = data[1:]
intervals = [(vals[i], vals[i+1]) for i in range(0, 2*n, 2)]
intervals.sort()
merged = []
for a, b in intervals:
    if not merged or a > merged[-1][1]:
        merged.append([a, b])
    else:
        merged[-1][1] = max(merged[-1][1], b)
print(len(merged))
for a, b in merged:
    print(a, b)
",Se ordenan los intervalos y se fusionan de izquierda a derecha.,O(n log n),O(n)
ex_0129,intermedio,sorting,"Dado un conjunto de intervalos, combina los que se traslapan.",Un entero n y luego n líneas con intervalos [inicio fin].,Primero el número de intervalos resultantes y luego cada intervalo.,"1 <= n <= 200000
1 <= inicio <= fin <= 10^9","4
1 3
2 6
8 10
15 18","3
1 6
8 10
15 18","import sys

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
n = data[0]
vals = data[1:]
intervals = [(vals[i], vals[i+1]) for i in range(0, 2*n, 2)]
intervals.sort()
merged = []
for a, b in intervals:
    if not merged or a > merged[-1][1]:
        merged.append([a, b])
    else:
        merged[-1][1] = max(merged[-1][1], b)
print(len(merged))
for a, b in merged:
    print(a, b)
",Se ordenan los intervalos y se fusionan de izquierda a derecha.,O(n log n),O(n)
ex_0130,intermedio,hash_map,"Dado un arreglo y un objetivo, encuentra dos índices con suma igual al objetivo.","Un entero n, luego n enteros, y finalmente el objetivo.",Dos índices (0-based) separados por espacio.,"2 <= n <= 200000
Existe exactamente una solución.","5
2 3 9 1 6
9",4 1,"import sys

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
n = data[0]
nums = data[1:1+n]
target = data[1+n]
seen = {}
for idx, x in enumerate(nums):
    need = target - x
    if need in seen:
        print(seen[need], idx)
        break
    seen[x] = idx
",Se usa un mapa para verificar en O(1) si el complemento ya apareció.,O(n),O(n)
ex_0131,intermedio,sorting,"Dado un conjunto de intervalos, combina los que se traslapan.",Un entero n y luego n líneas con intervalos [inicio fin].,Primero el número de intervalos resultantes y luego cada intervalo.,"1 <= n <= 200000
1 <= inicio <= fin <= 10^9","4
1 3
2 6
8 10
15 18","3
1 6
8 10
15 18","import sys

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
n = data[0]
vals = data[1:]
intervals = [(vals[i], vals[i+1]) for i in range(0, 2*n, 2)]
intervals.sort()
merged = []
for a, b in intervals:
    if not merged or a > merged[-1][1]:
        merged.append([a, b])
    else:
        merged[-1][1] = max(merged[-1][1], b)
print(len(merged))
for a, b in merged:
    print(a, b)
",Se ordenan los intervalos y se fusionan de izquierda a derecha.,O(n log n),O(n)
ex_0132,intermedio,sliding_window,Calcula la longitud de la subcadena sin caracteres repetidos más larga.,Una cadena s.,La longitud máxima.,1 <= longitud <= 200000,abcaefg,6,"s = input().strip()
last = {}
left = 0
best = 0
for right, ch in enumerate(s):
    if ch in last and last[ch] >= left:
        left = last[ch] + 1
    last[ch] = right
    best = max(best, right - left + 1)
print(best)
",Ventana deslizante que se ajusta cuando se repite un caracter.,O(n),O(n)
ex_0133,intermedio,stack,Verifica si una cadena de paréntesis y llaves está balanceada.,Una cadena con caracteres ()[]{}.,"SI si está balanceada, de lo contrario NO.",1 <= longitud <= 200000,([)],NO,"s = input().strip()
pairs = {')': '(', ']': '[', '}': '{'}
stack = []
for ch in s:
    if ch in ""([{"":
        stack.append(ch)
    elif ch in pairs:
        if not stack or stack[-1] != pairs[ch]:
            print(""NO"")
            break
        stack.pop()
else:
    print(""SI"" if not stack else ""NO"")
",Se usa una pila para validar el cierre correcto de símbolos.,O(n),O(n)
ex_0134,intermedio,hash_map,"Dado un arreglo y un objetivo, encuentra dos índices con suma igual al objetivo.","Un entero n, luego n enteros, y finalmente el objetivo.",Dos índices (0-based) separados por espacio.,"2 <= n <= 200000
Existe exactamente una solución.","6
4 4 2 6 9 7
13",4 1,"import sys

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
n = data[0]
nums = data[1:1+n]
target = data[1+n]
seen = {}
for idx, x in enumerate(nums):
    need = target - x
    if need in seen:
        print(seen[need], idx)
        break
    seen[x] = idx
",Se usa un mapa para verificar en O(1) si el complemento ya apareció.,O(n),O(n)
ex_0135,intermedio,sliding_window,Calcula la longitud de la subcadena sin caracteres repetidos más larga.,Una cadena s.,La longitud máxima.,1 <= longitud <= 200000,bbbca,3,"s = input().strip()
last = {}
left = 0
best = 0
for right, ch in enumerate(s):
    if ch in last and last[ch] >= left:
        left = last[ch] + 1
    last[ch] = right
    best = max(best, right - left + 1)
print(best)
",Ventana deslizante que se ajusta cuando se repite un caracter.,O(n),O(n)
ex_0136,intermedio,sliding_window,Calcula la longitud de la subcadena sin caracteres repetidos más larga.,Una cadena s.,La longitud máxima.,1 <= longitud <= 200000,abcabcbb,3,"s = input().strip()
last = {}
left = 0
best = 0
for right, ch in enumerate(s):
    if ch in last and last[ch] >= left:
        left = last[ch] + 1
    last[ch] = right
    best = max(best, right - left + 1)
print(best)
",Ventana deslizante que se ajusta cuando se repite un caracter.,O(n),O(n)
ex_0137,intermedio,hash_map,"Dado un arreglo y un objetivo, encuentra dos índices con suma igual al objetivo.","Un entero n, luego n enteros, y finalmente el objetivo.",Dos índices (0-based) separados por espacio.,"2 <= n <= 200000
Existe exactamente una solución.","5
6 7 4 5 3
11",0 3,"import sys

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
n = data[0]
nums = data[1:1+n]
target = data[1+n]
seen = {}
for idx, x in enumerate(nums):
    need = target - x
    if need in seen:
        print(seen[need], idx)
        break
    seen[x] = idx
",Se usa un mapa para verificar en O(1) si el complemento ya apareció.,O(n),O(n)
ex_0138,intermedio,hash_map,"Dado un arreglo y un objetivo, encuentra dos índices con suma igual al objetivo.","Un entero n, luego n enteros, y finalmente el objetivo.",Dos índices (0-based) separados por espacio.,"2 <= n <= 200000
Existe exactamente una solución.","6
4 4 8 6 5 4
8",1 0,"import sys

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
n = data[0]
nums = data[1:1+n]
target = data[1+n]
seen = {}
for idx, x in enumerate(nums):
    need = target - x
    if need in seen:
        print(seen[need], idx)
        break
    seen[x] = idx
",Se usa un mapa para verificar en O(1) si el complemento ya apareció.,O(n),O(n)
ex_0139,intermedio,sliding_window,Calcula la longitud de la subcadena sin caracteres repetidos más larga.,Una cadena s.,La longitud máxima.,1 <= longitud <= 200000,abcabcbb,3,"s = input().strip()
last = {}
left = 0
best = 0
for right, ch in enumerate(s):
    if ch in last and last[ch] >= left:
        left = last[ch] + 1
    last[ch] = right
    best = max(best, right - left + 1)
print(best)
",Ventana deslizante que se ajusta cuando se repite un caracter.,O(n),O(n)
ex_0140,intermedio,stack,Verifica si una cadena de paréntesis y llaves está balanceada.,Una cadena con caracteres ()[]{}.,"SI si está balanceada, de lo contrario NO.",1 <= longitud <= 200000,([)],NO,"s = input().strip()
pairs = {')': '(', ']': '[', '}': '{'}
stack = []
for ch in s:
    if ch in ""([{"":
        stack.append(ch)
    elif ch in pairs:
        if not stack or stack[-1] != pairs[ch]:
            print(""NO"")
            break
        stack.pop()
else:
    print(""SI"" if not stack else ""NO"")
",Se usa una pila para validar el cierre correcto de símbolos.,O(n),O(n)
ex_0141,intermedio,hash_map,"Dado un arreglo y un objetivo, encuentra dos índices con suma igual al objetivo.","Un entero n, luego n enteros, y finalmente el objetivo.",Dos índices (0-based) separados por espacio.,"2 <= n <= 200000
Existe exactamente una solución.","6
6 9 7 9 6 1
13",0 2,"import sys

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
n = data[0]
nums = data[1:1+n]
target = data[1+n]
seen = {}
for idx, x in enumerate(nums):
    need = target - x
    if need in seen:
        print(seen[need], idx)
        break
    seen[x] = idx
",Se usa un mapa para verificar en O(1) si el complemento ya apareció.,O(n),O(n)
ex_0142,intermedio,sliding_window,Calcula la longitud de la subcadena sin caracteres repetidos más larga.,Una cadena s.,La longitud máxima.,1 <= longitud <= 200000,cadaba,3,"s = input().strip()
last = {}
left = 0
best = 0
for right, ch in enumerate(s):
    if ch in last and last[ch] >= left:
        left = last[ch] + 1
    last[ch] = right
    best = max(best, right - left + 1)
print(best)
",Ventana deslizante que se ajusta cuando se repite un caracter.,O(n),O(n)
ex_0143,intermedio,stack,Verifica si una cadena de paréntesis y llaves está balanceada.,Una cadena con caracteres ()[]{}.,"SI si está balanceada, de lo contrario NO.",1 <= longitud <= 200000,()[]{},SI,"s = input().strip()
pairs = {')': '(', ']': '[', '}': '{'}
stack = []
for ch in s:
    if ch in ""([{"":
        stack.append(ch)
    elif ch in pairs:
        if not stack or stack[-1] != pairs[ch]:
            print(""NO"")
            break
        stack.pop()
else:
    print(""SI"" if not stack else ""NO"")
",Se usa una pila para validar el cierre correcto de símbolos.,O(n),O(n)
ex_0144,intermedio,hash_map,"Dado un arreglo y un objetivo, encuentra dos índices con suma igual al objetivo.","Un entero n, luego n enteros, y finalmente el objetivo.",Dos índices (0-based) separados por espacio.,"2 <= n <= 200000
Existe exactamente una solución.","7
7 6 6 7 9 2 7
15",4 1,"import sys

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
n = data[0]
nums = data[1:1+n]
target = data[1+n]
seen = {}
for idx, x in enumerate(nums):
    need = target - x
    if need in seen:
        print(seen[need], idx)
        break
    seen[x] = idx
",Se usa un mapa para verificar en O(1) si el complemento ya apareció.,O(n),O(n)
ex_0145,intermedio,stack,Verifica si una cadena de paréntesis y llaves está balanceada.,Una cadena con caracteres ()[]{}.,"SI si está balanceada, de lo contrario NO.",1 <= longitud <= 200000,()[]{},SI,"s = input().strip()
pairs = {')': '(', ']': '[', '}': '{'}
stack = []
for ch in s:
    if ch in ""([{"":
        stack.append(ch)
    elif ch in pairs:
        if not stack or stack[-1] != pairs[ch]:
            print(""NO"")
            break
        stack.pop()
else:
    print(""SI"" if not stack else ""NO"")
",Se usa una pila para validar el cierre correcto de símbolos.,O(n),O(n)
ex_0146,intermedio,sorting,"Dado un conjunto de intervalos, combina los que se traslapan.",Un entero n y luego n líneas con intervalos [inicio fin].,Primero el número de intervalos resultantes y luego cada intervalo.,"1 <= n <= 200000
1 <= inicio <= fin <= 10^9","4
1 3
2 6
8 10
15 18","3
1 6
8 10
15 18","import sys

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
n = data[0]
vals = data[1:]
intervals = [(vals[i], vals[i+1]) for i in range(0, 2*n, 2)]
intervals.sort()
merged = []
for a, b in intervals:
    if not merged or a > merged[-1][1]:
        merged.append([a, b])
    else:
        merged[-1][1] = max(merged[-1][1], b)
print(len(merged))
for a, b in merged:
    print(a, b)
",Se ordenan los intervalos y se fusionan de izquierda a derecha.,O(n log n),O(n)
ex_0147,intermedio,hash_map,"Dado un arreglo y un objetivo, encuentra dos índices con suma igual al objetivo.","Un entero n, luego n enteros, y finalmente el objetivo.",Dos índices (0-based) separados por espacio.,"2 <= n <= 200000
Existe exactamente una solución.","7
9 4 6 7 2 6 6
15",5 0,"import sys

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
n = data[0]
nums = data[1:1+n]
target = data[1+n]
seen = {}
for idx, x in enumerate(nums):
    need = target - x
    if need in seen:
        print(seen[need], idx)
        break
    seen[x] = idx
",Se usa un mapa para verificar en O(1) si el complemento ya apareció.,O(n),O(n)
ex_0148,intermedio,stack,Verifica si una cadena de paréntesis y llaves está balanceada.,Una cadena con caracteres ()[]{}.,"SI si está balanceada, de lo contrario NO.",1 <= longitud <= 200000,{[()()]},SI,"s = input().strip()
pairs = {')': '(', ']': '[', '}': '{'}
stack = []
for ch in s:
    if ch in ""([{"":
        stack.append(ch)
    elif ch in pairs:
        if not stack or stack[-1] != pairs[ch]:
            print(""NO"")
            break
        stack.pop()
else:
    print(""SI"" if not stack else ""NO"")
",Se usa una pila para validar el cierre correcto de símbolos.,O(n),O(n)
ex_0149,intermedio,stack,Verifica si una cadena de paréntesis y llaves está balanceada.,Una cadena con caracteres ()[]{}.,"SI si está balanceada, de lo contrario NO.",1 <= longitud <= 200000,((()),NO,"s = input().strip()
pairs = {')': '(', ']': '[', '}': '{'}
stack = []
for ch in s:
    if ch in ""([{"":
        stack.append(ch)
    elif ch in pairs:
        if not stack or stack[-1] != pairs[ch]:
            print(""NO"")
            break
        stack.pop()
else:
    print(""SI"" if not stack else ""NO"")
",Se usa una pila para validar el cierre correcto de símbolos.,O(n),O(n)
ex_0150,intermedio,stack,Verifica si una cadena de paréntesis y llaves está balanceada.,Una cadena con caracteres ()[]{}.,"SI si está balanceada, de lo contrario NO.",1 <= longitud <= 200000,((()),NO,"s = input().strip()
pairs = {')': '(', ']': '[', '}': '{'}
stack = []
for ch in s:
    if ch in ""([{"":
        stack.append(ch)
    elif ch in pairs:
        if not stack or stack[-1] != pairs[ch]:
            print(""NO"")
            break
        stack.pop()
else:
    print(""SI"" if not stack else ""NO"")
",Se usa una pila para validar el cierre correcto de símbolos.,O(n),O(n)
ex_0151,dificil,dp,Calcula la distancia de edición entre dos cadenas.,Dos líneas con cadenas a y b.,El número mínimo de operaciones de edición.,1 <= longitud <= 5000,"barco
banco",1,"import sys

a = sys.stdin.readline().strip()
b = sys.stdin.readline().strip()
if not a and not b:
    raise SystemExit
n, m = len(a), len(b)
dp = [[0]*(m+1) for _ in range(n+1)]
for i in range(n+1):
    dp[i][0] = i
for j in range(m+1):
    dp[0][j] = j
for i in range(1, n+1):
    for j in range(1, m+1):
        cost = 0 if a[i-1] == b[j-1] else 1
        dp[i][j] = min(dp[i-1][j]+1, dp[i][j-1]+1, dp[i-1][j-1]+cost)
print(dp[n][m])
",DP clásico donde dp[i][j] es la distancia entre prefijos.,O(n*m),O(n*m)
ex_0152,dificil,graph,Obtén un orden topológico de un grafo dirigido acíclico.,"n m, seguido de m aristas dirigidas (u v).",Un orden topológico válido o CICLO si no existe.,"1 <= n <= 200000
1 <= m <= 300000","6 6
1 2
1 3
3 4
2 4
4 5
5 6",1 2 3 4 5 6,"import sys
from collections import deque

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
it = iter(data)
n = next(it); m = next(it)
indeg = [0]*(n+1)
g = [[] for _ in range(n+1)]
for _ in range(m):
    u = next(it); v = next(it)
    g[u].append(v)
    indeg[v] += 1
q = deque([i for i in range(1, n+1) if indeg[i] == 0])
order = []
while q:
    u = q.popleft()
    order.append(u)
    for v in g[u]:
        indeg[v] -= 1
        if indeg[v] == 0:
            q.append(v)
if len(order) != n:
    print(""CICLO"")
else:
    print("" "".join(map(str, order)))
",Kahn: se toman nodos con indegree 0 hasta completar el orden.,O(n+m),O(n+m)
ex_0153,dificil,graph,Obtén un orden topológico de un grafo dirigido acíclico.,"n m, seguido de m aristas dirigidas (u v).",Un orden topológico válido o CICLO si no existe.,"1 <= n <= 200000
1 <= m <= 300000","6 6
1 2
1 3
3 4
2 4
4 5
5 6",1 2 3 4 5 6,"import sys
from collections import deque

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
it = iter(data)
n = next(it); m = next(it)
indeg = [0]*(n+1)
g = [[] for _ in range(n+1)]
for _ in range(m):
    u = next(it); v = next(it)
    g[u].append(v)
    indeg[v] += 1
q = deque([i for i in range(1, n+1) if indeg[i] == 0])
order = []
while q:
    u = q.popleft()
    order.append(u)
    for v in g[u]:
        indeg[v] -= 1
        if indeg[v] == 0:
            q.append(v)
if len(order) != n:
    print(""CICLO"")
else:
    print("" "".join(map(str, order)))
",Kahn: se toman nodos con indegree 0 hasta completar el orden.,O(n+m),O(n+m)
ex_0154,dificil,dp,Cuenta de cuántas formas se puede formar una cantidad con monedas dadas.,"m, luego m valores de monedas y finalmente la cantidad objetivo.",Número de formas distintas de formar la cantidad.,"1 <= m <= 100
1 <= objetivo <= 10000","3
1 2 5
7",6,"import sys

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
m = data[0]
coins = data[1:1+m]
amount = data[1+m]
ways = [0]*(amount+1)
ways[0] = 1
for c in coins:
    for v in range(c, amount+1):
        ways[v] += ways[v-c]
print(ways[amount])
",DP de conteo: ways[v] acumula las formas de llegar a v.,O(m*objetivo),O(objetivo)
ex_0155,dificil,dp,Cuenta de cuántas formas se puede formar una cantidad con monedas dadas.,"m, luego m valores de monedas y finalmente la cantidad objetivo.",Número de formas distintas de formar la cantidad.,"1 <= m <= 100
1 <= objetivo <= 10000","3
1 2 5
7",6,"import sys

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
m = data[0]
coins = data[1:1+m]
amount = data[1+m]
ways = [0]*(amount+1)
ways[0] = 1
for c in coins:
    for v in range(c, amount+1):
        ways[v] += ways[v-c]
print(ways[amount])
",DP de conteo: ways[v] acumula las formas de llegar a v.,O(m*objetivo),O(objetivo)
ex_0156,dificil,graph,Obtén un orden topológico de un grafo dirigido acíclico.,"n m, seguido de m aristas dirigidas (u v).",Un orden topológico válido o CICLO si no existe.,"1 <= n <= 200000
1 <= m <= 300000","6 6
1 2
1 3
3 4
2 4
4 5
5 6",1 2 3 4 5 6,"import sys
from collections import deque

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
it = iter(data)
n = next(it); m = next(it)
indeg = [0]*(n+1)
g = [[] for _ in range(n+1)]
for _ in range(m):
    u = next(it); v = next(it)
    g[u].append(v)
    indeg[v] += 1
q = deque([i for i in range(1, n+1) if indeg[i] == 0])
order = []
while q:
    u = q.popleft()
    order.append(u)
    for v in g[u]:
        indeg[v] -= 1
        if indeg[v] == 0:
            q.append(v)
if len(order) != n:
    print(""CICLO"")
else:
    print("" "".join(map(str, order)))
",Kahn: se toman nodos con indegree 0 hasta completar el orden.,O(n+m),O(n+m)
ex_0157,dificil,dp,Calcula la distancia de edición entre dos cadenas.,Dos líneas con cadenas a y b.,El número mínimo de operaciones de edición.,1 <= longitud <= 5000,"casa
caso",1,"import sys

a = sys.stdin.readline().strip()
b = sys.stdin.readline().strip()
if not a and not b:
    raise SystemExit
n, m = len(a), len(b)
dp = [[0]*(m+1) for _ in range(n+1)]
for i in range(n+1):
    dp[i][0] = i
for j in range(m+1):
    dp[0][j] = j
for i in range(1, n+1):
    for j in range(1, m+1):
        cost = 0 if a[i-1] == b[j-1] else 1
        dp[i][j] = min(dp[i-1][j]+1, dp[i][j-1]+1, dp[i-1][j-1]+cost)
print(dp[n][m])
",DP clásico donde dp[i][j] es la distancia entre prefijos.,O(n*m),O(n*m)
ex_0158,dificil,graph,Encuentra la distancia mínima entre dos nodos en un grafo ponderado no dirigido.,"n m, luego m aristas (u v w) y finalmente inicio y fin.","La distancia mínima, o -1 si no hay camino.","1 <= n <= 200000
1 <= m <= 300000","5 6
1 2 4
1 3 2
3 2 1
2 4 7
3 4 3
4 5 1
1 5",6,"import sys, heapq

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
it = iter(data)
n = next(it)
m = next(it)
graph = [[] for _ in range(n+1)]
for _ in range(m):
    u = next(it); v = next(it); w = next(it)
    graph[u].append((v, w))
    graph[v].append((u, w))
start = next(it); end = next(it)
INF = 10**18
dist = [INF]*(n+1)
dist[start] = 0
pq = [(0, start)]
while pq:
    d, u = heapq.heappop(pq)
    if d != dist[u]:
        continue
    for v, w in graph[u]:
        nd = d + w
        if nd < dist[v]:
            dist[v] = nd
            heapq.heappush(pq, (nd, v))
ans = dist[end] if dist[end] < INF else -1
print(ans)
",Dijkstra con cola de prioridad para obtener la distancia mínima.,O((n+m) log n),O(n+m)
